Recency,Frequency,Monetary
1.4287522367575813,-0.8968604708681934,5.04285728096583
-2.129373459872586,1.3103729461658638,1.0808584383712856
1.4123401294224518,-0.2512860812164208,1.0888341381135285
-0.6905137681019421,-0.8968604708681934,0.530625696894787
1.3907031692283445,-0.8968604708681934,-0.6862198562901973
-0.223929774419357,1.3103729461658638,1.0080735149005366
1.074596561661053,-0.8968604708681934,-0.43777511106811123
1.1716990183954383,-0.8968604708681934,-0.47332335568963424
1.110719780242,-0.8968604708681934,0.33497876868220045
1.4287522367575813,-0.8968604708681934,0.706560577237649
-0.28806183683200814,-0.8968604708681934,1.2694705387929706
-2.129373459872586,-0.2512860812164208,0.3125224400350542
0.1299751131333745,0.20675623764883524,1.5069819202230548
0.04863536025652142,0.20675623764883524,0.8713566339948896
1.3324300550507802,-0.8968604708681934,-1.340544659370712
-1.9111826541282624,1.817409356915009,1.2905471725234574
-1.2961373168547123,0.20675623764883524,0.5536043155688514
1.342891520530002,-0.8968604708681934,-1.2501451445269252
-1.7419407168641392,-0.8968604708681934,-1.7335806193386583
0.034188366833504374,0.5620414621075837,1.142262179509054
0.15525892848143164,-0.8968604708681934,0.17883955264609894
0.29146457176780494,0.20675623764883524,0.46401491851648907
1.3931379842324763,-0.8968604708681934,-0.8821619588235704
-0.4915251075475942,-0.8968604708681934,0.0064181810563025575
0.5225324987629283,-0.8968604708681934,-1.859802093630866
1.4027998247326032,-0.2512860812164208,0.3099544475986873
0.7349556400397278,-0.8968604708681934,1.4727042041622902
0.38883452587943534,-0.2512860812164208,0.14320869529299543
-0.584512130393569,0.5620414621075837,0.9684909135783277
-1.6036599854914872,0.20675623764883524,0.6515895462403987
1.0008277696080163,0.8523306273006077,0.8266495726018772
-0.382991099465167,-0.2512860812164208,-0.21420498612976674
1.5183417671308252,-0.8968604708681934,-1.031028218547257
-0.8137753112131068,0.8523306273006077,0.8545209196281914
0.37033496918103453,-0.8968604708681934,-0.5175769068824906
-0.584512130393569,-0.8968604708681934,0.21961627009935097
0.29146457176780494,0.5620414621075837,0.8282746546382204
1.1212295681208062,-0.8968604708681934,-0.9579505442763085
-0.6905137681019421,1.4979050169523804,0.445798826266453
-0.223929774419357,-0.2512860812164208,0.7016605656689833
-0.042487398916492336,-0.8968604708681934,0.4647159514524707
0.6684358492970297,0.20675623764883524,0.6303071628848426
1.3734370266454228,-0.8968604708681934,-1.060333769606434
1.421761917943231,-0.8968604708681934,-0.7928564778117929
0.01946083180476654,-0.8968604708681934,0.1682543065188567
0.8376777865611529,-0.8968604708681934,0.2784979704954043
-0.584512130393569,-0.2512860812164208,1.242240562396433
0.01946083180476654,0.5620414621075837,0.9382793527676662
-0.28806183683200814,0.8523306273006077,0.8022268311267287
0.36091318066025474,-0.2512860812164208,2.0565723048070774
1.3882605126164629,-0.8968604708681934,-0.09352227795562386
0.32201007788322566,0.20675623764883524,0.49587857303259886
1.4538459134141721,-0.8968604708681934,0.07385204057900605
1.1212295681208062,-0.8968604708681934,-0.22036353528145267
-0.4915251075475942,2.0833899224153316,3.8020325394864307
-1.9111826541282624,1.665658170624613,1.3764869479809225
0.6295327465200007,-0.8968604708681934,-0.060309376187226885
0.20343030409762722,-0.8968604708681934,0.013532960387928093
-0.8137753112131068,0.5620414621075837,0.2834449858321593
0.5070535079881664,0.20675623764883524,0.04006385440169615
-2.4368961285093604,0.8523306273006077,0.43300418563600623
0.9053546243969299,-0.8968604708681934,-1.3913965673920354
0.3513728759704062,-0.8968604708681934,-0.29682572824706005
1.0405459656632996,-0.8968604708681934,-0.39718461839904134
0.15525892848143164,-0.2512860812164208,-0.46870644132627054
-0.46290117383683904,1.665658170624613,1.917184073008906
-1.2162272424830403,0.5620414621075837,1.105047676237267
-0.09251283851062139,-0.8968604708681934,-1.7501892524274438
0.15525892848143164,1.9559473358176365,1.5493784892878764
-0.09251283851062139,0.5620414621075837,1.1817063782664445
-2.4368961285093604,1.0977666193350706,2.048005341411168
0.4157643685967781,-0.2512860812164208,0.4536192799766612
0.37033496918103453,-0.8968604708681934,0.6639369863040447
-1.2162272424830403,2.311232560276385,1.3060738933500642
-0.9087045738462656,-0.2512860812164208,1.3198772517176343
1.5183417671308252,-0.8968604708681934,-1.7133133094467587
-1.9111826541282624,-0.8968604708681934,-0.9529878392669737
-0.6182263128917196,0.8523306273006077,1.2328064997064907
-0.584512130393569,-0.8968604708681934,-1.3529449606019799
0.1299751131333745,-0.8968604708681934,-0.0011919803423595498
1.2066858772436289,-0.8968604708681934,-0.2213154103226145
-0.07546843082839236,-0.8968604708681934,-1.9228569422101256
-0.584512130393569,0.5620414621075837,1.1062963485414856
0.950246081934375,-0.8968604708681934,-0.8349364263806659
-0.584512130393569,0.5620414621075837,2.019586328295577
